 cpt#    psproj# nr.coll deposition site x,y,z
                         (Angs)
   2        1027    6    0.511061E+01 -0.119601E+02  0.178769E+01
   2        1028   12    0.811993E+01 -0.187526E+02  0.574876E+01
   1        1029  223    0.121710E+03 -0.130888E+03 -0.116024E+03
   2        1030   11    0.634052E+01 -0.196912E+02  0.832753E+00
   1        1031  220    0.114999E+03 -0.123214E+03  0.136362E+01
   1        1041  218    0.423556E+02 -0.671143E+02 -0.600014E+01
   2        1043   11    0.394864E+01 -0.266892E+02  0.901783E+01
   1        1044  224    0.722257E+02 -0.913066E+02 -0.115429E+02
   2        1048    8    0.448765E+01 -0.149010E+02  0.487046E+01
   1        1051  222    0.935466E+02 -0.113731E+03  0.201862E+02
   1        1052  216    0.942152E+02 -0.115155E+03  0.898478E+02
   2        1053   13    0.839943E+01 -0.204650E+02  0.293299E+01
   1        1061  225    0.498886E+02 -0.938090E+01 -0.168424E+03
   1        1063  210    0.904451E+02 -0.132693E+02  0.812897E+02
   2        1065    8    0.256967E+01 -0.169325E+02 -0.509330E+01
   2        1068   17    0.792446E+01 -0.178505E+02 -0.923490E+01
   2        1070   12    0.631829E+01 -0.150765E+02 -0.343035E+01
   2        1071   19    0.146442E+02 -0.812218E+01 -0.112097E+02
   1        1075  225    0.388577E+02  0.179216E+02 -0.399927E+01
   2        1076   14    0.161694E+02 -0.546863E+01  0.725888E+01
   2        1078   15    0.217580E+01  0.477813E+01 -0.162681E+02
   2        1079    9    0.982086E+01 -0.189434E+02 -0.239680E+01
   1        1081  219    0.100326E+03 -0.147610E+03  0.371430E+02
   2        1082   17    0.222487E+02  0.470986E+00  0.186716E+02
   2        1083   12    0.152987E+02 -0.125236E+02  0.126465E+02
   1        1085  233    0.260660E+02 -0.453687E+02  0.130024E+03
   2        1086   14    0.671656E+01 -0.228365E+02  0.225400E+01
   1        1087  225    0.540524E+02 -0.992988E+02  0.400979E+02
   1        1088  211    0.127891E+03  0.187774E+02 -0.332542E+02
   2        1089   12    0.100415E+02 -0.253084E+01 -0.506868E+01
   2        1090   11    0.182838E+01 -0.120565E+02  0.614238E+01
   1        1092  223    0.139887E+03 -0.102242E+03 -0.245849E+02
   2        1095   12    0.200638E+01 -0.158452E+02 -0.570162E+01
   1        1098  215    0.662893E+02  0.326877E+02 -0.583015E+02
   1        1102  220    0.121165E+03  0.363504E+02  0.485921E+02
   2        1105   17    0.187182E+02 -0.143328E+02  0.115702E+02
   2        1106   10    0.124742E+02 -0.163842E+02  0.245875E+00
   1        1108  209    0.117972E+03 -0.564812E+02 -0.574945E+02
   2        1109   21    0.128050E+02 -0.630146E+00 -0.427994E+01
   2        1110   12    0.136628E+02 -0.142749E+02 -0.443594E+01
   1        1112  223    0.165730E+03 -0.981634E+02 -0.737173E+02
   1        1113  231    0.184680E+03 -0.111729E+03 -0.147111E+03
   2        1114   13    0.920144E+01 -0.118768E+02  0.775865E+01
   1        1120  191    0.118693E+03 -0.118722E+02  0.774259E+02
   2        1132   14    0.100139E+02 -0.182003E+02  0.927992E+01
   2        1134   16    0.194012E+02 -0.251799E+01  0.117455E+02
   1        1138  235    0.165429E+03 -0.228664E+03 -0.980112E+02
   2        1140   14    0.101583E+02 -0.123655E+02  0.371338E+01
   2        1142   13    0.174385E+02 -0.757618E+01  0.377149E+01
   2        1143   10    0.744782E+01 -0.164511E+02 -0.179306E+00
   2        1145   13    0.235766E+01 -0.620532E+01  0.116673E+02
   1        1146  219    0.183882E+03 -0.307260E+01  0.138986E+03
   2        1148   11    0.882564E+01 -0.129163E+02  0.680089E+01
   2        1151   12    0.109242E+02 -0.110519E+02 -0.554447E+01
   2        1154    6    0.479725E+01 -0.614249E+01 -0.570495E+01
   2        1155    8    0.855085E+01 -0.674854E+01  0.565266E+01
   2        1158   11    0.834137E+01 -0.836759E+01 -0.917751E+01
   2        1160   10    0.774722E+01 -0.814451E+01  0.852201E+01
   2        1161   14    0.582778E+01 -0.222664E+02  0.882630E+01
   2        1162   18    0.137985E+02 -0.297374E+02 -0.115188E+02
   2        1163   14    0.115511E+02 -0.183446E+02 -0.246541E+01
   1        1165  214    0.504265E+02 -0.180371E+03 -0.152744E+03
   1        1170  213    0.242127E+02 -0.897808E+02  0.827816E+02
   2        1173    6    0.429230E+01 -0.916998E+01 -0.187861E+01
   1        1181  219    0.136748E+03 -0.122345E+03 -0.554941E+02
   1        1182  215    0.100466E+03 -0.517493E+02  0.119805E+03
   1        1184  218    0.116586E+03  0.278280E+02 -0.467974E+02
   2        1186   12    0.387077E+01 -0.104444E+02 -0.859475E+01
   2        1188    3    0.866453E+00 -0.576710E+01 -0.206882E+01
   2        1190   12    0.115076E+02 -0.659657E+01 -0.256120E+01
   2        1193    8    0.472134E+01 -0.945106E+01  0.134463E+01
   2        1198    3    0.200341E+01 -0.511559E+01  0.356450E+01
   2        1201   11    0.796324E+01 -0.357379E+01 -0.743124E+00
   2        1202   11    0.563417E+01 -0.359003E+01  0.115228E+02
   1        1203  217    0.679917E+02 -0.845417E+02 -0.909597E+01
   1        1204  218    0.157251E+03 -0.355495E+02 -0.288963E+02
   2        1205    8    0.510101E+01 -0.160075E+02  0.190948E+01
   2        1207   11    0.975749E+01 -0.139239E+02 -0.230486E+00
   1        1209  220    0.512375E+02 -0.926975E+02 -0.280400E+01
   2        1213   17    0.188902E+02 -0.149029E+02 -0.324026E+01
   2        1214    9    0.200804E+01 -0.132200E+02  0.384777E+01
   2        1215   13    0.610450E+01 -0.208090E+01  0.693066E+01
   2        1217    3    0.950912E+00 -0.755873E+01 -0.137101E+01
   2        1220   11    0.410826E+01 -0.932133E+01 -0.114878E+02
   2        1221   12    0.960769E+01 -0.139631E+02  0.563271E+01
   1        1222  219    0.161654E+02 -0.384698E+02 -0.544874E+02
   2        1224   18    0.437681E+01 -0.242337E+02 -0.168227E+02
   1        1230  228    0.559507E+02  0.121119E+03  0.197897E+03
   2        1231   11    0.660858E+01 -0.180459E+01  0.175204E+01
   2        1232    6    0.497409E+01 -0.531547E+01  0.744965E+00
   2        1238   15    0.196731E+01 -0.157372E+02  0.185817E+01
   1        1241  224    0.207339E+02 -0.108748E+03  0.296429E+02
   1        1245  223    0.195987E+03 -0.201711E+02 -0.115272E+03
   2        1250    9    0.435813E+01 -0.127192E+02  0.196747E+01
   2        1252    7    0.686543E+01 -0.101057E+02  0.328697E+01
   2        1256   12    0.104508E+02 -0.115442E+02 -0.899686E+01
   2        1258   17    0.346917E+01 -0.350946E+02  0.299758E+01
   1        1259  213    0.646665E+02  0.161059E+02 -0.716046E+02
   2        1261   12    0.142449E+02 -0.125477E+02 -0.131507E+01
   2        1265   13    0.940245E+01 -0.235078E+02  0.332623E+01
   1        1266  229    0.916579E+02 -0.828677E+01 -0.666168E+02
   1        1268  202    0.190378E+03 -0.101365E+03  0.182711E+02
   1        1269  229    0.116468E+03  0.464002E+01  0.451716E+02
   2        1271   18    0.149428E+02 -0.845073E+01 -0.100459E+02
   2        1273   13    0.152221E+02 -0.769799E+01  0.808810E+01
   2        1274   16    0.896552E+01 -0.103221E+02  0.523056E+01
   1        1276  223    0.455166E+02 -0.495436E+02 -0.823763E+01
   2        1281   14    0.116575E+02 -0.200599E+02 -0.468893E+01
   2        1284   14    0.743275E+01 -0.248355E+02 -0.116452E+02
   2        1289   18    0.128541E+02 -0.134101E+02  0.138448E+02
   1        1290  211    0.198791E+02 -0.148901E+02  0.174677E+02
   2        1292   14    0.234791E+01 -0.265890E+02 -0.997204E+01
   1        1298  224    0.835305E+02 -0.489365E+02 -0.806870E+02
   1        1300  221    0.782219E+02 -0.110269E+03  0.129099E+03
   1        1303  222    0.191459E+02  0.408264E+02  0.617414E+02
   1        1306  216    0.108170E+03  0.273634E+02 -0.782790E+02
   2        1308   11    0.906533E+01  0.767790E+00 -0.375642E+01
   2        1312    7    0.598759E+01 -0.132166E+02  0.804454E+00
   1        1313  221    0.112481E+03 -0.756529E+02  0.392195E+02
   2        1315    8    0.450351E+01 -0.800565E+01  0.411720E+01
   2        1316    5    0.376806E+01 -0.584459E+01  0.159821E+01
   1        1319  222    0.578774E+02  0.342700E+02 -0.520115E+02
   1        1320  222    0.138328E+03 -0.770248E+02  0.110349E+03
   1        1324  223    0.310171E+02 -0.769047E+02 -0.233599E+02
   1        1328  222    0.146400E+03  0.342511E+02 -0.404259E+01
   2        1330    5    0.446587E+01 -0.251651E+01 -0.278487E+01
   1        1332  229    0.940955E+02  0.722387E+02 -0.161847E+03
   2        1335   15    0.117447E+02 -0.427419E+01 -0.155910E+02
   1        1336  216    0.182111E+02 -0.849549E+02 -0.927379E+02
   2        1337    4    0.532682E+01 -0.590138E+01  0.508548E+01
   1        1338  220    0.935959E+02  0.407831E+02  0.311008E+02
   2        1339    9    0.669214E+01 -0.138135E+02  0.715605E+01
   2        1341    9    0.132755E+01 -0.128765E+02  0.579384E+01
   2        1342   19    0.102390E+02 -0.328270E+01  0.395738E+00
   1        1346  231    0.100099E+03 -0.136604E+03  0.521255E+01
   1        1347  223    0.180296E+02 -0.325095E+01  0.106840E+03
   1        1349  215    0.117865E+03 -0.427200E+02 -0.240842E+02
   1        1351  210    0.336554E+02 -0.521457E+02 -0.164779E+02
   2        1352   15    0.600407E+01 -0.252633E+02 -0.778809E+01
   1        1355  218    0.161073E+03 -0.592021E+02  0.766777E+02
   1        1357  214    0.121072E+03 -0.124785E+03 -0.858471E+02
   1        1363  218    0.100718E+03 -0.351902E+02  0.782960E+02
   2        1364   16    0.120537E+02 -0.292736E+02 -0.794158E+01
   2        1365   13    0.983704E+01 -0.271878E+02  0.534475E+01
   1        1367  212    0.124277E+03  0.241309E+02 -0.545497E+02
   2        1369   14    0.112126E+02 -0.148104E+02  0.649666E+01
   1        1371  219    0.428342E+02 -0.144286E+03  0.182300E+03
   2        1373   11    0.110663E+02 -0.504382E+01  0.953316E+01
   2        1378   13    0.724343E+01 -0.147841E+02  0.595141E+01
   1        1379  220    0.105225E+03  0.110268E+03 -0.349984E+02
   1        1382  230    0.596842E+02  0.259731E+02 -0.692740E+02
   2        1383   14    0.868747E+01 -0.188019E+02 -0.162191E+00
   1        1384  223    0.123450E+03  0.527131E+02  0.581656E+02
   1        1389  220    0.640342E+02 -0.139779E+03  0.401683E+02
   2        1395   18    0.167419E+02 -0.236605E+02 -0.587532E+01
   1        1396  206    0.257017E+02 -0.480867E+02  0.598498E+02
   2        1400   15    0.219186E+02 -0.821822E+01  0.450493E+01
   1        1402  223    0.520051E+02 -0.152814E+03 -0.132195E+02
   1        1403  220    0.487113E+02  0.176427E+01  0.101886E+03
   1        1404  218    0.245831E+02 -0.129020E+02  0.103598E+02
   2        1405   14    0.869113E+01 -0.215875E+02 -0.108992E+02
   2        1408   18    0.241214E+02 -0.218515E+02 -0.394919E+01
   2        1410   16    0.639854E+01 -0.206400E+02  0.938825E+01
   1        1412  219    0.142816E+03  0.886016E+02  0.496782E+01
   1        1415  215    0.177287E+03  0.298352E+02 -0.817353E+02
   1        1418  208    0.129261E+02 -0.125492E+02 -0.744511E+02
   1        1421  217    0.124814E+03 -0.591438E+02 -0.134634E+03
   1        1423  217    0.101408E+03  0.114091E+02  0.377640E+02
   2        1427   11    0.147299E+02 -0.117616E+02  0.780449E+01
   1        1429  219    0.613343E+02 -0.131999E+03  0.951297E+01
   1        1432  222    0.803242E+02 -0.720240E+02  0.107970E+03
   1        1433  224    0.952359E+02 -0.151695E+03 -0.539360E+02
   1        1436  209    0.127588E+03 -0.706724E+02 -0.213110E+02
   1        1437  215    0.105335E+03  0.328161E+02 -0.566497E+02
   1        1438  209    0.566537E+02 -0.138458E+03  0.124443E+02
   1        1440  205    0.528853E+02 -0.110983E+03 -0.107722E+03
   2        1442   16    0.102843E+02 -0.222163E+02  0.349856E+01
   2        1448    9    0.657273E+01 -0.747727E+01 -0.436975E+01
   1        1449  223    0.823277E+02 -0.170387E+02 -0.117900E+01
   2        1450   11    0.810964E+01 -0.677319E+01  0.128449E+02
   1        1452  221    0.417058E+02 -0.944358E+02  0.155605E+03
   2        1454   12    0.122080E+02 -0.168590E+01  0.959308E+01
   1        1458  208    0.121896E+03  0.176042E+02 -0.266030E+02
   1        1459  222    0.100316E+03 -0.135576E+03 -0.188164E+02
   2        1460   12    0.144334E+02 -0.593973E+01 -0.514523E+01
   2        1461   10    0.139008E+02 -0.160456E+02 -0.331667E+01
   2        1465   13    0.156031E+02 -0.111060E+02 -0.273083E+01
   2        1466   17    0.940280E+01 -0.259906E+02 -0.138638E+02
   2        1468   16    0.756565E+01 -0.287134E+01 -0.604614E+00
   2        1469   14    0.171345E+02 -0.192892E+02  0.182220E+01
   2        1471   12    0.746869E+01 -0.161267E+02 -0.569414E+01
   1        1474  234    0.883877E+02 -0.829646E+02 -0.116302E+03
   1        1478  222    0.408787E+02 -0.113677E+03 -0.799379E+02
   1        1482  221    0.667887E+02  0.592413E+01 -0.443928E+02
   1        1485  219    0.196958E+03  0.179945E+02 -0.380378E+02
   1        1487  223    0.341849E+02  0.908666E+02  0.451263E+02
   1        1488  223    0.946314E+02 -0.677313E+02 -0.122575E+02
   2        1489   13    0.111509E+02 -0.150160E+02  0.406499E+01
   1        1490  217    0.142157E+03 -0.854086E+02  0.524689E+01
   2        1495    7    0.240302E+01 -0.143691E+01  0.984913E+01
   1        1498  227    0.733394E+02  0.172489E+02  0.581843E+02
   2        1499   17    0.146278E+02 -0.236338E+02 -0.697784E+01
   2        1501   18    0.127806E+02  0.560187E+01  0.616245E+01
   1        1503  218    0.499311E+02 -0.168709E+02 -0.201305E+02
   2        1505   11    0.103679E+02 -0.929181E+01  0.111488E+02
   2        1506   13    0.484250E+01 -0.244227E+02  0.107973E+02
   2        1511   17    0.881594E+01 -0.231088E+02 -0.409369E+01
   1        1515  205    0.621945E+02 -0.609910E+02 -0.949591E+02
   1        1516  228    0.746503E+02 -0.834695E+02  0.122043E+02
   2        1517   10    0.146867E+01 -0.150681E+01 -0.132726E+02
   1        1520  207    0.119665E+02  0.128861E+03 -0.415421E+02
   2        1521   11    0.477977E+01 -0.160241E+02  0.554960E+01
   2        1522   20    0.209262E+02 -0.335916E+02 -0.367509E+01
   1        1525  212    0.474226E+02 -0.574402E+02  0.306323E+02
   1        1526  229    0.142963E+03 -0.266456E+02 -0.301895E+02
   2        1528    8    0.309861E+01 -0.131175E+02 -0.204968E+00
   1        1530  232    0.670820E+02 -0.126361E+03 -0.711958E+02
   1        1532  210    0.772376E+02 -0.142086E+03 -0.102431E+03
   1        1533  214    0.638570E+02 -0.118565E+03  0.604719E+01
   2        1534   11    0.736529E+01 -0.231634E+02  0.396414E+01
   2        1536   17    0.143637E+02 -0.129187E+02 -0.140392E+02
   2        1542   17    0.198778E+02 -0.193046E+02 -0.707033E+01
   1        1543  196    0.696005E+02  0.920993E+02  0.641430E+02
   2        1545    5    0.505205E+01 -0.585433E+01  0.294249E+01
   1        1548  215    0.391770E+01 -0.118370E+03 -0.923975E+02
   1        1552  220    0.997964E+02  0.435939E+02 -0.539528E+02
   2        1554   17    0.152694E+02 -0.192435E+02 -0.125689E+01
   2        1556    6    0.636250E+01 -0.104299E+02 -0.413496E+01
   2        1562   11    0.126527E+02 -0.192721E+02  0.988490E+01
   2        1564   10    0.464865E+01 -0.520544E+01 -0.232600E+01
   2        1566   11    0.340782E+01 -0.197153E+02 -0.171705E+01
   1        1567  220    0.136727E+03 -0.758921E+02 -0.118704E+03
   2        1571   13    0.155536E+02 -0.920512E+01 -0.891784E+01
   2        1573   10    0.832885E+01 -0.711608E+01 -0.247930E+00
   2        1576   12    0.624395E+01 -0.158847E+02 -0.905067E+01
   2        1577   12    0.123232E+02 -0.141771E+02  0.372053E+01
   2        1578   12    0.136857E+02 -0.111971E+01  0.295600E+01
   2        1581   17    0.215374E+02 -0.176072E+02  0.637903E+01
   2        1588   11    0.133353E+02 -0.155640E+02  0.691928E+01
   1        1589  230    0.975989E+02 -0.164680E+03  0.383745E+02
   2        1590   10    0.574786E+01 -0.766789E+01  0.100227E+02
   1        1592  222    0.127356E+03 -0.769624E+02  0.918967E+01
   1        1593  217    0.691418E+01  0.270861E+02 -0.519851E+02
   1        1596  215    0.851368E+02  0.158851E+03 -0.584725E+02
   2        1597   11    0.101552E+02 -0.550312E+01  0.394834E+01
   1        1599  203    0.118534E+03  0.495892E+02 -0.346967E+02
   2        1604   13    0.611973E+01 -0.775238E+01  0.109761E+02
   1        1606  227    0.239327E+03 -0.491668E+02  0.528747E+02
   1        1607  220    0.945748E+02  0.425805E+02  0.209767E+02
   1        1608  188    0.519600E+02 -0.471148E+02  0.240777E+02
   2        1611   13    0.761112E+01 -0.198500E+02 -0.356989E+01
   1        1617  229    0.237578E+03 -0.511328E+02 -0.893227E+02
   2        1618   11    0.523212E+01 -0.177324E+02  0.912615E+01
   2        1622   12    0.230824E+01 -0.163482E+02  0.984155E+01
   1        1626  207    0.779418E+02  0.279905E+02 -0.380338E+02
   2        1627   15    0.620735E+01 -0.286743E+01  0.535980E+01
   1        1628  200    0.106491E+03 -0.827839E+02  0.564148E+01
   2        1635    8    0.235522E+01 -0.140027E+02 -0.193701E+01
   2        1637    9    0.842781E+00 -0.158616E+02  0.262296E+01
   2        1640   13    0.417084E+01 -0.122390E+02  0.730905E+01
   2        1641    9    0.337392E+01 -0.161485E+02 -0.426732E+01
   2        1642   17    0.187222E+02 -0.176342E+02 -0.536051E+01
   1        1643  231    0.160897E+03  0.880189E+01 -0.926882E+02
   2        1649   10    0.557766E+01 -0.201595E+02 -0.281553E+01
